username,channel_id,channel_title,channel_date,channel_bio,subscribers
Political_News,1007682806,Political News & Polls,2021-10-11 19:14:00+00:00,"Live coverage of all political headlines, polls, election schedules & results, and much more.

Suggestions and comments, write to @PinchesJ

Z9 Network Channel @Z9Network
Z9 Network Website: https://goo.gl/1nUeVK",3031
